Index,Variant,"Region, subregion, country or area *",Notes,Location code,ISO3 Alpha-code,ISO2 Alpha-code,SDMX code**,Type,Parent code,Year,"Total Population, as of 1 January (thousands)","Total Population, as of 1 July (thousands)","Male Population, as of 1 July (thousands)","Female Population, as of 1 July (thousands)","Population Density, as of 1 July (persons per square km)","Population Sex Ratio, as of 1 July (males per 100 females)","Median Age, as of 1 July (years)","Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Change (thousands),Population Growth Rate (percentage),Population Annual Doubling Time (years),Births (thousands),Births by women aged 15 to 19 (thousands),"Crude Birth Rate (births per 1,000 population)",Total Fertility Rate (live births per woman),Net Reproduction Rate (surviving daughters per woman),Mean Age Childbearing (years),Sex Ratio at Birth (males per 100 female births),Total Deaths (thousands),Male Deaths (thousands),Female Deaths (thousands),"Crude Death Rate (deaths per 1,000 population)","Life Expectancy at Birth, both sexes (years)",Male Life Expectancy at Birth (years),Female Life Expectancy at Birth (years),"Life Expectancy at Age 15, both sexes (years)",Male Life Expectancy at Age 15 (years),Female Life Expectancy at Age 15 (years),"Life Expectancy at Age 65, both sexes (years)",Male Life Expectancy at Age 65 (years),Female Life Expectancy at Age 65 (years),"Life Expectancy at Age 80, both sexes (years)",Male Life Expectancy at Age 80 (years),Female Life Expectancy at Age 80 (years),"Infant Deaths, under age 1 (thousands)","Infant Mortality Rate (infant deaths per 1,000 live births)",Live Births Surviving to Age 1 (thousands),"Under-Five Deaths, under age 5 (thousands)","Under-Five Mortality (deaths under age 5 per 1,000 live births)","Mortality before Age 40, both sexes (deaths under age 40 per 1,000 live births)","Male Mortality before Age 40 (deaths under age 40 per 1,000 male live births)","Female Mortality before Age 40 (deaths under age 40 per 1,000 female live births)","Mortality before Age 60, both sexes (deaths under age 60 per 1,000 live births)","Male Mortality before Age 60 (deaths under age 60 per 1,000 male live births)","Female Mortality before Age 60 (deaths under age 60 per 1,000 female live births)","Mortality between Age 15 and 50, both sexes (deaths under age 50 per 1,000 alive at age 15)","Male Mortality between Age 15 and 50 (deaths under age 50 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 50 (deaths under age 50 per 1,000 females alive at age 15)","Mortality between Age 15 and 60, both sexes (deaths under age 60 per 1,000 alive at age 15)","Male Mortality between Age 15 and 60 (deaths under age 60 per 1,000 males alive at age 15)","Female Mortality between Age 15 and 60 (deaths under age 60 per 1,000 females alive at age 15)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)"
6483,Estimates,Kyrgyzstan,,417,KGZ,KG,417.0,Country/Area,5500,2020.0,6372.33,6424.874,3155.082,3269.792,33.498,96.492,23.648,119.391,18.568,105.088,1.636,42.368,160.571,9.228,24.973,3.041,1.443,28.061,105.7,41.18,23.873,17.307,6.405,69.629,65.649,73.775,55.977,52.078,60.016,12.93,11.087,14.564,5.34,4.455,5.933,2.514,15.587,158.363,2.841,17.555,52.25,68.531,36.037,207.343,287.252,129.462,87.408,126.586,49.545,191.692,271.377,114.576,-14.307,-2.225
6555,Estimates,Tajikistan,,762,TJK,TJ,762.0,Country/Area,5500,2020.0,9442.817,9543.207,4801.489,4741.717,66.689,101.261,21.338,204.345,21.409,200.78,2.104,32.944,262.763,20.133,27.53,3.237,1.51,26.494,106.3,58.418,32.968,25.45,6.121,67.994,65.999,70.17,55.379,53.61,57.301,11.827,10.932,12.806,4.769,4.343,5.189,7.337,27.894,256.324,8.483,32.276,66.098,75.622,56.235,208.897,245.931,171.651,74.952,89.669,60.303,180.724,215.616,146.13,-3.564,-0.373
6627,Estimates,Turkmenistan,,795,TKM,TM,795.0,Country/Area,5500,2020.0,6204.366,6250.438,3096.157,3154.282,13.301,98.157,25.594,96.645,15.458,92.144,1.474,47.025,139.38,5.387,22.294,2.701,1.245,27.875,106.7,42.735,23.676,19.059,6.836,68.687,65.392,71.984,56.834,53.809,59.794,13.45,11.956,14.647,5.627,4.918,6.042,4.997,35.719,135.14,5.881,41.806,77.153,92.724,61.037,213.014,272.279,154.241,78.768,105.737,52.124,176.412,233.615,120.764,-4.502,-0.72
6699,Estimates,Uzbekistan,,860,UZB,UZ,860.0,Country/Area,5500,2020.0,33243.463,33526.656,16771.54,16755.117,78.812,100.098,26.405,605.599,18.047,566.387,1.689,41.039,832.06,20.586,24.795,2.928,1.377,27.394,108.2,226.461,119.765,106.696,6.748,70.331,67.876,72.789,56.447,54.1,58.775,12.642,11.344,13.724,5.3,4.665,5.661,10.319,12.458,822.981,11.48,13.988,43.795,52.175,35.038,182.726,226.075,139.234,68.74,85.826,51.55,169.434,211.749,127.314,-39.203,-1.168
6771,Estimates,Eastern Asia,,906,,,30.0,Subregion,935,2020.0,1662451.435,1663179.739,844784.084,818395.654,141.065,103.224,38.414,1369.442,0.824,1456.608,0.088,...,14029.131,447.746,8.44,1.272,0.593,29.015,111.5,12659.689,7120.457,5539.232,7.616,79.032,76.106,82.132,64.788,61.893,67.844,18.609,16.564,20.581,8.629,7.391,9.57,84.985,5.919,13957.422,108.599,7.182,26.849,31.89,21.248,89.928,116.056,62.384,35.576,45.63,24.801,80.851,106.483,53.943,87.18,0.052
6843,Estimates,China,5,156,CHN,CN,156.0,Country/Area,906,2020.0,1423998.019,1424929.781,727993.76,696936.022,148.43,104.456,37.438,1897.166,1.332,1863.524,0.131,...,12243.398,429.032,8.597,1.281,0.594,28.701,112.3,10346.232,5930.739,4415.492,7.265,78.077,75.305,81.058,63.845,61.102,66.786,17.673,15.79,19.528,7.84,6.779,8.679,76.464,6.084,12179.125,97.906,7.365,27.317,32.242,21.807,92.438,119.191,64.156,36.178,46.298,25.284,83.118,109.413,55.437,-33.649,-0.024
6915,Estimates,"China, Hong Kong SAR",6,344,HKG,HK,344.0,Country/Area,906,2020.0,7501.907,7500.958,3462.186,4038.771,6825.257,85.724,44.305,-1.897,-0.253,-1.899,-0.025,...,51.511,0.246,6.871,0.87,0.417,32.601,107.7,53.408,30.255,23.153,7.124,85.197,82.239,88.282,70.397,67.448,73.471,22.409,20.063,24.887,11.271,9.608,12.739,0.066,1.233,51.457,0.116,1.965,6.686,8.522,5.181,39.263,55.353,26.26,12.361,18.047,8.287,36.934,52.867,24.116,0,0
6987,Estimates,"China, Macao SAR",7,446,MAC,MO,446.0,Country/Area,906,2020.0,670.019,676.283,317.655,358.628,21133.844,88.575,37.188,4.084,6.081,12.528,1.853,37.407,6.802,0.038,10.128,1.072,0.512,30.879,108.2,2.718,1.505,1.213,4.047,85.184,82.566,87.771,70.515,67.996,72.987,22.406,20.449,24.336,10.815,9.465,11.806,0.017,2.456,6.788,0.024,3.31,9.141,11.793,6.511,38.813,53.483,26.742,12.79,17.007,9.48,34.972,48.424,24.268,8.441,12.568
7059,Estimates,"China, Taiwan Province of China",8,158,TWN,TW,158.0,Country/Area,906,2020.0,23800.896,23821.464,11812.978,12008.487,672.733,98.372,40.78,14.748,0.619,41.137,0.173,...,186.897,2.573,7.85,1.1,0.526,31.488,107.1,172.149,100.513,71.637,7.231,80.892,77.665,84.303,66.325,63.106,69.724,20.332,18.387,22.253,9.601,8.377,10.652,0.676,3.611,186.318,0.845,4.451,20.458,26.153,14.464,91.252,127.555,54.759,38.525,54.761,22.256,86.237,122.446,49.884,26.393,1.109
7131,Estimates,Dem. People's Republic of Korea,,408,PRK,KP,408.0,Country/Area,906,2020.0,25813.233,25867.467,12778.255,13089.212,214.828,97.624,35.388,110.067,4.255,108.468,0.419,...,344.896,1.931,13.333,1.818,0.853,28.809,106,234.829,108.135,126.695,9.078,73.274,70.793,75.725,60.012,57.753,62.203,16.376,15.467,17.004,7.327,6.894,7.453,4.598,13.32,340.864,5.7,16.528,69.213,87.88,49.334,166.11,204.044,125.669,79.833,102.1,56.238,145.328,180.708,107.911,-1.589,-0.061
7203,Estimates,Japan,,392,JPN,JP,392.0,Country/Area,906,2020.0,125542.77,125244.761,60881.605,64363.155,332.369,94.591,47.983,-683.607,-5.46,-596.019,-0.476,...,827.602,8.033,6.61,1.294,0.626,31.407,105.1,1511.209,763.939,747.269,12.07,84.688,81.607,87.724,69.932,66.855,72.962,22.558,20.02,24.891,11.057,9.395,12.264,1.462,1.769,826.352,1.91,2.274,13.035,16.108,9.82,53.174,67.512,38.354,21.807,27.456,15.932,50.341,64.562,35.649,87.584,0.7
7275,Estimates,Mongolia,,496,MNG,MN,496.0,Country/Area,906,2020.0,3266.463,3294.335,1636.094,1658.241,2.115,98.664,26.704,55.755,16.93,55.744,1.692,40.966,73.785,3.012,22.405,2.9,1.384,29.22,104.8,18.03,11.161,6.869,5.475,72.141,67.502,77.02,58.364,53.779,63.166,15.278,12.683,17.474,7.538,6.366,8.3,0.965,13.016,72.943,1.156,15.432,46.856,58.479,34.786,186.904,264.246,109.428,77.547,109.55,44.897,172.851,250.018,95.955,0,0
7347,Estimates,Republic of Korea,,410,KOR,KR,410.0,Country/Area,906,2020.0,51858.128,51844.69,25901.551,25943.14,523.985,99.84,42.757,-26.871,-0.518,-26.875,-0.052,...,294.239,2.881,5.676,0.887,0.428,32.556,105.7,321.11,174.204,146.906,6.194,83.609,80.243,86.702,68.918,65.564,71.995,21.509,18.849,23.659,9.879,7.947,11.016,0.737,2.487,293.613,0.943,3.058,14.238,16.976,11.225,56.198,76.309,35.158,23.488,30.438,16.066,52.598,72.497,31.797,0,0
7419,Estimates,Southern Asia,,5501,,,34.0,Subregion,935,2020.0,1958785.712,1969617.892,1007857.149,961760.743,307.711,104.793,26.219,22123.056,11.231,21664.36,1.1,63.013,36099.03,2600.791,18.327,2.251,1.029,27.802,107,13975.974,7697.397,6278.577,7.096,69.838,68.054,71.778,57.94,56.155,59.879,14.619,13.661,15.578,6.92,6.368,7.391,1126.491,31.15,35136.759,1382.945,38.062,76.881,84.084,69.222,205.801,234.461,175.166,74.463,89.704,58.297,169.639,198.661,138.675,-458.821,-0.233
7491,Estimates,Afghanistan,,4,AFG,AF,4.0,Country/Area,5501,2020.0,38326.027,38972.23,19692.301,19279.93,60.022,102.139,16.551,1125.582,28.938,1292.407,3.317,20.897,1402.265,188.016,36.051,4.75,2.105,28.962,105.2,276.683,155.192,121.492,7.113,62.575,59.866,65.432,52.105,49.462,54.871,12.058,11.191,12.807,5.079,4.695,5.378,63.984,45.766,1349.26,82.281,59.44,148.478,177.647,117.347,316.574,368.746,261.746,147.176,184.434,107.481,265.435,318.587,210.053,166.821,4.289
7563,Estimates,Bangladesh,,50,BGD,BD,50.0,Country/Area,5501,2020.0,166426.993,167420.951,83063.714,84357.236,1286.172,98.467,25.907,2049.056,12.237,1987.915,1.187,58.395,3022.909,634.245,18.053,2.003,0.939,25.668,105,973.853,544.195,429.658,5.816,71.968,70.187,73.957,59.425,57.771,61.277,14.804,13.576,16.231,6.538,5.627,7.539,72.708,24.033,2958.134,88.052,29.144,58.064,62.808,53.288,165.43,187.035,144.453,55.163,65.592,45.523,136.235,156.333,116.992,-61.154,-0.365
7635,Estimates,Bhutan,,64,BTN,BT,64.0,Country/Area,5501,2020.0,770.004,772.506,409.408,363.099,20.12,112.754,27.598,4.715,6.105,5.004,0.648,106.967,9.77,0.683,12.65,1.433,0.672,28.711,104.8,5.055,2.872,2.183,6.545,71.609,69.965,73.536,58.9,57.444,60.624,14.337,13.473,15.308,5.983,5.631,6.343,0.227,23.184,9.568,0.274,27.49,59.402,66.006,52.068,163.589,185.468,138.353,59.888,66.638,51.911,136.161,155.847,113.318,0.291,0.377
7707,Estimates,India,,356,IND,IN,356.0,Country/Area,5501,2020.0,1389966.387,1396387.127,720997.448,675389.679,469.66,106.753,27.283,12876.257,9.222,12841.48,0.92,75.342,23138.532,1060.229,16.572,2.051,0.937,27.891,107.9,10262.275,5602.755,4659.52,7.35,70.15,68.615,71.824,57.84,56.21,59.62,14.683,13.847,15.512,7.102,6.635,7.495,617.178,26.598,22595.171,762.625,32.644,71.231,76.132,65.923,205.863,232.16,177.355,75.768,90.349,59.94,174.606,202.334,144.496,-34.772,-0.025
7779,Estimates,Iran (Islamic Republic of),,364,IRN,IR,364.0,Country/Area,5501,2020.0,86990.162,87290.193,44134.884,43155.308,53.593,102.27,31.389,756.732,8.664,600.061,0.687,100.895,1243.003,84.772,14.231,1.708,0.808,28.924,105.5,486.271,282.905,203.366,5.567,74.832,72.102,77.817,61.161,58.425,64.151,16.548,14.878,18.224,7.416,6.494,8.084,13.811,11.039,1231.025,16.935,13.093,49.766,61.793,37.234,137.122,170.048,101.898,59.278,78.1,39.436,121.109,154.124,85.824,-156.669,-1.794
7851,Estimates,Maldives,,462,MDV,MV,462.0,Country/Area,5501,2020.0,510.89,514.438,297.122,217.316,1714.793,136.723,29.919,5.948,11.575,7.096,1.379,50.264,7.49,0.11,14.576,1.712,0.827,29.817,104.8,1.542,0.95,0.591,3.001,79.875,78.85,81.273,65.452,64.462,66.815,17.831,17.093,18.834,7.662,7.199,8.347,0.041,5.482,7.455,0.049,6.462,16.791,17.836,15.46,57.456,65.26,47.095,20.593,22.601,17.586,50.499,57.86,40.594,1.134,2.207
7923,Estimates,Nepal,,524,NPL,NP,524.0,Country/Area,5501,2020.0,28999.227,29348.627,13980.445,15368.183,199.405,90.97,23.243,392.132,13.431,698.801,2.381,29.112,602.598,103.669,20.64,2.055,0.96,25.739,105.1,210.466,112.163,98.303,7.209,69.246,67.345,71.173,56.68,54.931,58.434,13.26,12.319,14.166,5.562,5.135,5.9,14.337,23.794,589.85,17.18,28.522,71.428,80.168,63.558,201.194,231.891,171.32,78.098,90.081,67.763,172.167,201.323,144.182,306.664,10.504
7995,Estimates,Pakistan,,586,PAK,PK,586.0,Country/Area,5501,2020.0,225112.86,227196.741,114815.641,112381.099,294.724,102.166,19.974,4756.412,20.907,4167.761,1.834,37.794,6362.705,515.463,27.967,3.555,1.597,28.665,105.5,1606.293,909.051,697.242,7.06,66.269,63.945,68.825,56.278,54.214,58.538,13.007,11.987,14.057,5.416,4.973,5.825,342.378,53.88,6087.559,413.381,65.255,106.879,120.898,92.207,237.592,276.579,196.382,80.365,97.168,63.029,178.716,215.472,140.36,-588.736,-2.588
8067,Estimates,Sri Lanka,,144,LKA,LK,144.0,Country/Area,5501,2020.0,21683.162,21715.079,10466.187,11248.892,346.305,93.042,32.216,156.227,7.179,63.835,0.294,...,309.76,13.604,14.235,2,0.965,29.464,104.4,153.533,87.304,66.229,7.056,76.393,72.597,80.111,62.024,58.25,65.711,16.63,14.076,18.821,7.531,6.073,8.445,1.828,5.891,308.186,2.164,6.938,28.347,35.508,21.408,115.582,159.907,73.128,47.938,66.681,30,108.053,152.109,65.98,-92.4,-4.246
8139,Estimates,South-Eastern Asia,,920,,,35.0,Subregion,935,2020.0,667123.148,670164.337,335750.513,334413.824,150.591,100.4,29.561,6139.769,9.162,6082.378,0.908,76.338,11154.017,959.93,16.644,2.154,1.001,28.44,107.2,5014.248,2739.786,2274.462,7.482,71.671,68.92,74.513,58.763,56.176,61.407,15.201,13.618,16.606,7.202,6.282,7.829,221.043,19.803,10958.2,269.216,24.06,64.589,76.143,52.35,181.969,218.995,143.6,74.131,89.987,57.63,157.325,192.536,121.219,-57.359,-0.086
8211,Estimates,Brunei Darussalam,,96,BRN,BN,96.0,Country/Area,920,2020.0,439.893,441.725,228.677,213.048,76.622,107.336,31.335,4.061,9.19,3.664,0.829,83.612,6.259,0.166,14.165,1.796,0.844,30.484,108,2.198,1.263,0.936,4.975,74.795,72.749,77.033,60.794,58.799,62.972,15.86,14.49,17.219,6.985,6.351,7.478,0.058,9.248,6.209,0.07,11.109,37.667,43.15,31.639,132.45,153.997,108.539,52.473,60.635,43.508,120.499,141.401,97.328,-0.395,-0.894
8283,Estimates,Cambodia,,116,KHM,KH,116.0,Country/Area,920,2020.0,16296.28,16396.86,8115.527,8281.334,90.573,97.998,26.188,223.472,13.621,201.161,1.227,56.491,325.659,33.113,19.849,2.381,1.106,27.545,105.2,102.187,53.334,48.853,6.228,70.416,67.999,72.724,57.898,55.758,59.88,14.972,13.987,15.653,6.48,5.965,6.797,7.034,21.576,319.367,8.41,25.675,87.429,106.21,68.244,197.756,233.411,160.636,92.653,112.79,72.116,168.187,200.73,134.767,-22.308,-1.36
8355,Estimates,Indonesia,,360,IDN,ID,360.0,Country/Area,920,2020.0,270825.848,271857.97,136927.582,134930.389,142.265,101.48,29.25,2089.25,7.685,2064.245,0.759,91.324,4526.2,370.409,16.649,2.194,1.022,28.59,106,2436.95,1304.473,1132.477,8.964,68.808,66.745,70.982,55.717,53.757,57.771,12.841,11.519,14.068,5.484,4.854,5.934,86.812,19.166,4449.025,104.897,23.073,66.827,73.234,60.037,213.542,243.177,182.67,85.724,95.299,75.745,191.016,219.64,161.38,-24.999,-0.092
8427,Estimates,Lao People's Democratic Republic,,418,LAO,LA,418.0,Country/Area,920,2020.0,7265.653,7319.399,3689.825,3629.574,31.713,101.66,23.48,117.804,16.083,107.492,1.469,47.185,164.431,26.525,22.449,2.541,1.168,26.9,105.3,46.627,25.535,21.091,6.366,68.497,66.519,70.594,57.061,55.379,58.827,13.503,12.577,14.411,5.69,5.279,6.043,5.838,35.506,159.437,7.253,44.106,85.438,95.388,75.003,209.012,239.631,177.629,75.894,86.179,65.259,166.747,194.231,139.036,-10.303,-1.407
8499,Estimates,Malaysia,9,458,MYS,MY,458.0,Country/Area,920,2020.0,33003.638,33199.993,16986.172,16213.821,101.05,104.764,29.47,335.236,10.106,392.71,1.183,58.592,511.406,12.288,15.417,1.818,0.867,30.972,106.6,176.17,102.323,73.847,5.311,75.938,73.648,78.472,61.691,59.437,64.185,16.347,15.209,17.491,7.598,7.098,8.026,3.767,7.365,508.146,4.428,8.63,26.279,32.395,19.668,119.168,153.697,81.678,42.424,56.781,26.822,110.208,144.397,73.134,57.483,1.733
8571,Estimates,Myanmar,,104,MMR,MM,104.0,Country/Area,920,2020.0,53227.971,53423.198,26606.176,26817.022,81.776,99.214,28.757,456.688,8.544,390.454,0.731,94.822,928.106,74.794,17.363,2.174,0.987,29.028,106.6,471.418,259.845,211.574,8.819,66.797,63.785,69.959,55.437,52.743,58.212,13.158,11.952,14.186,5.59,5.07,5.934,32.155,34.6,900.553,40.769,43.779,102.753,124.246,79.932,244.306,297.376,188.602,100.721,128.076,72.268,201.656,251.896,149.851,-66.228,-1.239
8643,Estimates,Philippines,,608,PHL,PH,608.0,Country/Area,920,2020.0,111287.623,112190.977,56947.945,55243.033,373.97,103.086,24.269,1848.636,16.473,1806.709,1.61,43.053,2473.218,254.18,22.039,2.777,1.288,28.679,107.8,624.582,327.47,297.112,5.566,72.119,70.244,73.997,59.319,57.632,60.977,14.613,13.579,15.498,6.15,5.689,6.436,54.748,22.152,2424.248,64.61,26.227,56.924,64.138,49.225,157.517,181.623,132.355,57.544,65.289,49.387,131.175,153.067,108.591,-41.937,-0.374
8715,Estimates,Singapore,,702,SGP,SG,702.0,Country/Area,920,2020.0,5893.519,5909.869,3090.012,2819.857,8652.81,109.58,41.232,11.383,1.931,32.701,0.553,125.343,41.375,0.338,7.019,0.996,0.481,31.885,105.9,29.992,17.017,12.975,5.088,82.861,80.468,85.322,68.105,65.724,70.552,20.446,18.454,22.324,9.498,8.292,10.378,0.071,1.646,41.317,0.102,2.236,10.245,12.575,7.626,50.249,61.744,37.002,17.802,22.477,12.572,47.328,58.622,34.295,21.324,3.618
8787,Estimates,Thailand,,764,THA,TH,764.0,Country/Area,920,2020.0,71389.374,71475.664,34769.467,36706.197,139.904,94.724,38.812,137.044,1.918,172.581,0.241,...,656.102,67.961,9.182,1.341,0.64,28.066,106.4,519.058,307.468,211.591,7.264,79.274,74.954,83.697,65.124,60.843,69.492,21.026,18.612,23.196,11.567,9.964,12.764,4.852,7.377,651.913,5.759,8.669,40.903,55.939,25.408,131.577,184.261,79.703,61.802,90.228,33.512,121.954,174.223,70.699,35.526,0.497
8859,Estimates,Timor-Leste,,626,TLS,TL,626.0,Country/Area,920,2020.0,1289.754,1299.995,662.972,637.023,87.424,104.073,19.961,23.989,18.427,20.482,1.576,43.981,32.882,2.594,25.258,3.247,1.473,29.618,107.1,8.893,4.849,4.044,6.831,68.475,66.837,70.279,56.885,55.474,58.432,13.442,12.592,14.285,5.658,5.289,6.002,1.124,34.222,31.915,1.38,42.052,84.604,91.644,77.153,210.61,234.732,183.744,77.645,84.905,69.944,170.226,191.889,146.158,-3.506,-2.693
8931,Estimates,Viet Nam,,704,VNM,VN,704.0,Country/Area,920,2020.0,96203.595,96648.685,47726.158,48922.527,308.379,97.555,31.634,892.192,9.231,890.179,0.921,75.26,1488.374,117.562,15.4,1.955,0.897,27.359,111.6,596.182,336.22,259.962,6.169,75.378,70.787,79.92,62.489,58.225,66.586,17.851,15.205,19.909,8.345,6.578,9.302,24.583,16.503,1466.021,31.546,21.092,64.589,88.522,39.169,140.91,192.37,87.635,64.12,92.006,35.199,115.864,163.167,68.075,-2.016,-0.021
9003,Estimates,Western Asia,,922,,,145.0,Subregion,935,2020.0,285373.649,286637.688,150009.592,136628.097,59.811,109.794,26.335,4117.225,14.324,2528.079,0.882,78.588,5695.246,406.419,19.814,2.613,1.231,29.156,105.6,1578.021,885.846,692.175,5.49,73.103,70.473,75.982,59.986,57.446,62.76,15.127,13.434,16.659,6.593,5.617,7.275,104.042,18.261,5605.642,129.157,22.628,49.828,58.46,40.036,146.125,176.329,110.14,51.595,63.057,37.849,123.609,152.679,88.866,-1589.195,-5.529
9075,Estimates,Armenia,,51,ARM,AM,51.0,Country/Area,922,2020.0,2812.496,2805.608,1265.512,1540.097,98.567,82.171,34.068,-0.947,-0.337,-13.775,-0.491,...,35.016,1.441,12.455,1.575,0.74,27.263,110,35.963,18.892,17.071,12.792,72.173,67.051,76.996,58.019,52.92,62.794,13.962,10.799,16.53,6.703,4.883,7.561,0.346,9.815,34.717,0.389,10.957,29.005,39.152,20.024,168.071,259.045,95.464,55.457,87.771,30.407,158.171,249.284,85.966,-12.825,-4.562
9147,Estimates,Azerbaijan,10,31,AZE,AZ,31.0,Country/Area,922,2020.0,10273.528,10284.951,5077.681,5207.27,124.428,97.511,31.008,21.76,2.117,22.846,0.222,...,131.92,13.142,12.834,1.684,0.768,25.677,113,110.16,61.078,49.082,10.717,66.868,62.986,70.998,53.424,49.606,57.452,11.985,10.593,13.15,5.197,4.826,5.41,2.328,17.421,129.884,2.735,20.1,81.153,112.017,48.862,252.895,336.738,166.848,113.764,162.549,64.013,235.01,319.122,149.378,1.084,0.105
9219,Estimates,Bahrain,,48,BHR,BH,48.0,Country/Area,922,2020.0,1494.033,1477.469,920.43,557.039,1886.934,165.236,31.866,15.587,10.382,-33.128,-2.242,...,18.949,0.36,12.621,1.832,0.889,29.868,104,3.362,2.035,1.327,2.239,79.174,78.165,80.433,64.786,63.799,66.022,17.365,16.496,18.392,7.28,6.768,7.782,0.11,5.755,18.855,0.134,6.903,15.32,16.582,13.695,63.426,67.238,57.901,19.307,20.028,18.398,56.027,59.491,50.855,-48.716,-32.447
9291,Estimates,Cyprus,11,196,CYP,CY,196.0,Country/Area,922,2020.0,1233.778,1237.537,619.932,617.605,133.933,100.377,37.101,4.515,3.653,7.518,0.607,114.192,13.081,0.214,10.583,1.328,0.64,31.63,106.5,8.566,4.599,3.967,6.93,81.391,79.345,83.448,66.647,64.616,68.689,19.306,17.807,20.734,8.878,7.936,9.65,0.031,2.356,13.055,0.036,2.768,9.631,11.961,7.071,58.162,72.916,43.729,18.372,21.94,14.652,55.12,69.678,40.907,2.999,2.426
9363,Estimates,Georgia,12,268,GEO,GE,268.0,Country/Area,922,2020.0,3769.183,3765.912,1771.454,1994.458,54.194,88.819,36.298,-3.804,-1.01,-6.542,-0.174,...,48.839,2.9,12.966,1.971,0.94,28.182,106.9,52.643,28.036,24.606,13.976,72.765,67.74,77.874,58.502,53.505,63.564,14.38,11.448,16.778,6.149,4.64,6.979,0.407,8.291,48.488,0.46,9.263,36.662,52.362,20.864,158.459,240.544,80.105,64.875,102.064,28.761,149.78,231.779,71.825,-2.734,-0.726
9435,Estimates,Iraq,,368,IRQ,IQ,368.0,Country/Area,922,2020.0,42042.951,42556.984,21297.577,21259.406,98.029,100.18,19.58,956.519,22.493,1028.065,2.416,28.69,1179.335,137.281,27.732,3.551,1.659,28.837,105.7,222.816,116.31,106.506,5.239,69.123,66.954,71.185,56.199,54.178,58.085,12.679,11.508,13.623,5.137,4.616,5.463,24.768,21.025,1157.092,29.931,25.489,63.775,72.983,54.2,198.911,233.068,166.224,75.561,88.085,62.978,174.154,206.793,143.392,71.539,1.682
9507,Estimates,Israel,,376,ISR,IL,376.0,Country/Area,922,2020.0,8685.594,8757.489,4364.252,4393.238,404.634,99.34,28.992,127.216,14.546,143.791,1.642,42.214,175.353,2.536,20.05,3.027,1.465,30.687,105.4,48.137,24.853,23.284,5.504,82.36,80.185,84.47,67.718,65.582,69.784,20.304,18.841,21.621,9.741,9.064,10.25,0.557,3.153,174.879,0.686,3.871,11.853,15.169,8.409,55.665,73.141,38.278,18.44,24.584,12.204,51.47,68.462,34.62,16.569,1.894
9579,Estimates,Jordan,,400,JOR,JO,400.0,Country/Area,922,2020.0,10817.077,10928.721,5670.775,5257.947,123.079,107.852,23.084,205.193,18.79,223.288,2.043,33.928,243.141,13.234,22.265,2.873,1.372,29.648,104.9,37.948,22.452,15.496,3.475,75.184,72.987,77.772,61.462,59.345,63.962,15.463,13.898,17.193,6.596,5.665,7.409,3.108,12.785,240.279,3.597,14.819,31.972,35.317,28.385,110.711,131.877,86.432,35.787,40.863,30.035,95.261,115.343,72.15,18.092,1.657
9651,Estimates,Kuwait,,414,KWT,KW,414.0,Country/Area,922,2020.0,4468.361,4360.444,2671.06,1689.384,244.721,158.108,37.207,38.338,8.543,-215.833,-4.951,...,52.942,0.67,11.797,2.14,1.034,29.49,104.9,14.604,10.824,3.779,3.254,76.92,75.35,80.023,62.679,61.181,65.711,15.769,14.731,17.745,6.405,5.779,7.264,0.401,7.572,52.595,0.484,9.037,18.243,22.616,12.639,79.997,95.059,51.462,22.738,28.333,13.451,70.746,84.858,43.207,-254.177,-56.639
9723,Estimates,Lebanon,,422,LBN,LB,422.0,Country/Area,922,2020.0,5694.522,5662.923,2748.285,2914.639,553.56,94.292,28.013,51.945,9.079,-63.197,-1.116,...,87.727,4.912,15.332,2.103,1.011,29.415,105.3,35.782,18.538,17.243,6.253,77.804,75.637,79.895,63.469,61.317,65.542,16.765,15.046,18.357,7.353,6.269,8.118,0.525,5.994,87.233,0.622,6.989,19.284,19.66,18.817,82.508,98.076,68.219,26.559,28.666,24.66,74.42,89.717,60.448,-115.146,-20.124
9795,Estimates,Oman,,512,OMN,OM,512.0,Country/Area,922,2020.0,4589.136,4543.399,2820.785,1722.614,14.68,163.75,28.818,72.925,15.766,-91.475,-2.013,...,86.916,1.239,18.791,2.687,1.295,31.378,104.3,13.991,8.764,5.226,3.025,74.757,73.289,76.788,60.69,59.304,62.638,14.481,13.366,15.76,5.893,5.235,6.572,0.821,9.431,86.203,0.982,11.225,24.994,28.695,19.696,103.743,115.048,82.856,31.556,35.308,24.418,92.318,102.505,72.522,-164.408,-35.546
9867,Estimates,Qatar,,634,QAT,QA,634.0,Country/Area,922,2020.0,2828.63,2760.385,2005.391,754.994,238.252,265.617,32,27.503,9.676,-136.49,-4.946,...,30.968,0.34,10.895,1.816,0.884,30.212,103.8,3.465,2.515,0.95,1.219,79.099,78.225,80.679,64.615,63.78,66.159,17.048,16.279,18.299,7.01,6.432,7.848,0.152,4.9,30.837,0.183,5.916,12.659,13.831,10.61,58.998,62.268,50.35,16.595,17.387,14.479,52.728,55.473,44.598,-163.999,-57.697
